# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,discrim_loss_mean,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_sound_features,mean_count_rewards
0,1751551927.5235133,0,454.99212646484375,0.0,351.362548828125,103.12992095947266,-0.19457468390464783,0.6942485570907593,0.0,0.12944023311138153,0.12944023311138153,0.017500000074505806,0.5845762491226196
1,1751551950.2589052,3200,430.540771484375,0.008281250484287739,328.9220886230469,101.11914825439453,-0.19456937909126282,0.6941086649894714,0.00020703126210719347,0.13003019988536835,0.13023722171783447,0.020937500521540642,0.5801416635513306
2,1751551976.2176917,6400,243.9564971923828,0.010123456828296185,188.46766662597656,54.989322662353516,-0.19451065361499786,0.6940168142318726,0.0002562500012572855,0.13023503124713898,0.13049128651618958,0.011562500149011612,0.5614008903503418
3,1751551999.7469733,9600,-99.42108154296875,0.0,-348.1343994140625,248.21095275878906,-0.1916026771068573,0.6939705610275269,0.0,0.1283457726240158,0.1283457726240158,0.023125000298023224,0.5765538215637207
4,1751552025.3520327,12800,111.91254425048828,0.025182925164699554,73.85073852539062,37.56178665161133,-0.19394126534461975,0.6939640641212463,0.0006453125388361514,0.13030289113521576,0.13094821572303772,0.03500000014901161,0.5756957530975342
5,1751552052.9013207,16000,-106.64385986328125,0.0,-213.9631805419922,106.81608581542969,-0.19064953923225403,0.6938863396644592,0.0,0.1301977038383484,0.1301977038383484,0.02187499962747097,0.5569923520088196
6,1751552082.5632255,19200,64.2585678100586,0.0012499999720603228,27.921506881713867,35.83668518066406,-0.19346188008785248,0.6938352584838867,3.125000148429535e-05,0.13096138834953308,0.13099263608455658,0.013437500223517418,0.5675084590911865
7,1751552103.6768658,22400,-60.505226135253906,0.013580246828496456,-134.63864135742188,73.62871551513672,-0.18898922204971313,0.6936893463134766,0.00034374999813735485,0.13168156147003174,0.1320253163576126,0.016875000670552254,0.5573253035545349
8,1751552127.5350835,25600,61.31037902832031,0.01688271574676037,18.83358383178711,41.97412109375,-0.19099688529968262,0.6936715841293335,0.00042734373710118234,0.13219375908374786,0.13262109458446503,0.01718750037252903,0.5485978722572327
9,1751552161.1305158,28800,-37.373207092285156,0.0054687499068677425,-95.57845306396484,57.69971466064453,-0.18800318241119385,0.6935360431671143,0.0001367187505820766,0.13261909782886505,0.1327558159828186,0.015625,0.5543737411499023
10,1751552197.0297754,32000,57.42746353149414,0.017256097868084908,20.423341751098633,36.50115203857422,-0.19055938720703125,0.6935315132141113,0.00044218747643753886,0.13300441205501556,0.1334466189146042,0.019687499850988388,0.5585616827011108
11,1751552235.3523262,35200,-22.2490177154541,0.0,-66.00752258300781,43.249935150146484,-0.18486227095127106,0.6934323310852051,0.0,0.13312149047851562,0.13312149047851562,0.013749999925494194,0.551673173904419
12,1751552265.6203828,38400,54.264949798583984,0.007562500424683094,21.845243453979492,31.915294647216797,-0.18901731073856354,0.6934334635734558,0.00018906249897554517,0.13346731662750244,0.13365638256072998,0.015312500298023224,0.5306323170661926
13,1751552301.0566273,41600,3.811897039413452,0.011080247350037098,-36.35429000854492,39.65715026855469,-0.1843133568763733,0.6933500170707703,0.00028046875377185643,0.1333283931016922,0.1336088627576828,0.019375000149011612,0.551983118057251
14,1751552330.9650764,44800,99.83961486816406,0.007437500171363354,59.07117462158203,40.26192092895508,-0.1868179589509964,0.6933402419090271,0.00018593750428408384,0.13391996920108795,0.13410590589046478,0.017500000074505806,0.54544997215271
15,1751552363.7920053,48000,29.595897674560547,0.0,-16.597427368164062,45.682071685791016,-0.18203029036521912,0.6932835578918457,0.0,0.13352914154529572,0.13352914154529572,0.011874999850988388,0.5361855626106262
16,1751552394.805858,51200,68.06678009033203,0.007623456884175539,28.786643981933594,38.763580322265625,-0.17668214440345764,0.6932358145713806,0.00019296875689178705,0.13395631313323975,0.13414928317070007,0.015937499701976776,0.5367060303688049
17,1751552431.0693166,54400,-9.79266357421875,0.009290123358368874,-64.60025787353516,54.28941345214844,-0.17501913011074066,0.6932004690170288,0.00023515624343417585,0.13360784947872162,0.13384300470352173,0.019062500447034836,0.516122579574585
18,1751552465.699944,57600,44.9749870300293,0.004625000059604645,3.958639621734619,40.50069808959961,-0.1775015890598297,0.6931499242782593,0.0001156250000349246,0.13405045866966248,0.13416607677936554,0.01656249910593033,0.5228198766708374
19,1751552494.2724535,60800,28.383588790893555,0.020493827760219574,-7.21736478805542,35.090213775634766,-0.1823425441980362,0.6930821537971497,0.0005187500501051545,0.13399769365787506,0.13451643288135529,0.026875000447034836,0.5281122326850891
20,1751552534.4412508,64000,35.063838958740234,0.011481480672955513,-7.0456953048706055,41.59796142578125,-0.18145665526390076,0.6930301785469055,0.00029062500107102096,0.1341475248336792,0.134438157081604,0.010625000111758709,0.5307578444480896
21,1751552593.236923,67200,52.405738830566406,0.0,15.18456745147705,36.71025085449219,-0.18208742141723633,0.6930093169212341,0.0,0.1342187523841858,0.1342187523841858,0.0031250000465661287,0.5211275219917297
22,1751552607.0152934,70400,36.94477081298828,0.0,0.3171265125274658,36.1163215637207,-0.18163461983203888,0.6929564476013184,0.0,0.13395443558692932,0.13395443558692932,0.02500000037252903,0.5356398224830627
23,1751552622.5392797,73600,56.531917572021484,0.010524691082537174,33.319881439208984,22.699932098388672,-0.18083713948726654,0.6929397583007812,0.00026640624855645,0.1343250423669815,0.13459143042564392,0.02500000037252903,0.5303927063941956
24,1751552653.0359423,76800,16.477893829345703,0.008687499910593033,-24.41189956665039,40.370758056640625,-0.17387725412845612,0.6929121613502502,0.00021718749485444278,0.1335335522890091,0.13375073671340942,0.012187499552965164,0.5128284096717834
25,1751552677.7480204,80000,52.20777130126953,0.009135802276432514,15.615669250488281,36.07810974121094,-0.17883935570716858,0.6928325891494751,0.0002312500000698492,0.1345047950744629,0.1347360461950302,0.0234375,0.5175843834877014
26,1751552707.9201267,83200,5.776881217956543,0.013271603733301163,-39.43594741821289,44.69852066040039,-0.178470179438591,0.6927779316902161,0.0003359374823048711,0.13398055732250214,0.13431648910045624,0.010312500409781933,0.5087838172912598
27,1751552730.4691532,86400,60.850440979003906,0.017716048285365105,22.237014770507812,38.1020622253418,-0.1814105361700058,0.6927766799926758,0.00044843749492429197,0.13479387760162354,0.1352423131465912,0.019375000149011612,0.5363180637359619
28,1751552753.5728855,89600,29.724821090698242,0.0,-16.497068405151367,45.70674133300781,-0.1775725781917572,0.6927201747894287,0.0,0.13348864018917084,0.13348864018917084,0.010625000111758709,0.5119439959526062
29,1751552773.6969733,92800,61.89944076538086,0.013024692423641682,24.931142807006836,36.458839416503906,-0.18324175477027893,0.6926989555358887,0.0003296875220257789,0.13491594791412354,0.13524563610553741,0.02437499910593033,0.5327056646347046
30,1751552798.673841,96000,8.0164794921875,0.006874999962747097,-41.66370391845703,49.16987228393555,-0.18232205510139465,0.6926326751708984,0.00017187499906867743,0.13353852927684784,0.13371039927005768,0.012812499888241291,0.521319568157196
31,1751552820.4917688,99200,58.298004150390625,0.03394578397274017,14.200563430786133,43.588096618652344,-0.18326859176158905,0.6926161050796509,0.0008804688113741577,0.13453523814678192,0.1354157030582428,0.013437500223517418,0.5243785381317139
