# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,discrim_loss_mean,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_sound_features,mean_count_rewards
0,1751546842.4412868,0,-0.22207635641098022,0.0012499999720603228,-0.7234033346176147,0.0019270784687250853,-0.1945675164461136,0.6939674019813538,3.125000148429535e-05,1.469343535731582e-09,3.125146758975461e-05,0.021562499925494194,0.5925715565681458
1,1751546869.369676,3200,29.589202880859375,0.0032187500037252903,28.47739601135254,0.6126583814620972,-0.19457291066646576,0.6937227249145508,8.046874427236617e-05,1.4559675687308982e-09,8.047022129176185e-05,0.014687499962747097,0.5618898272514343
2,1751546898.0935354,6400,-10.200174331665039,0.0,-10.790541648864746,0.09135507792234421,-0.19457079470157623,0.6935824155807495,0.0,1.4470040721192845e-09,1.4470040721192845e-09,0.0078125,0.5680646896362305
3,1751546919.5932295,9600,3.314815044403076,0.004343749955296516,2.792485237121582,0.02340462990105152,-0.19455470144748688,0.6934801340103149,0.00010859374742722139,1.4396173142472435e-09,0.00010859517351491377,0.020625000819563866,0.5785447955131531
4,1751546956.4180853,12800,1.0978565216064453,0.007156250067055225,0.5586037039756775,0.04040966182947159,-0.1945611536502838,0.6934042572975159,0.00017890625167638063,1.433286378471621e-09,0.00017890767776407301,0.008124999701976776,0.5605560541152954
5,1751546994.93604,16000,0.4841538667678833,0.0042901234701275826,-0.03415137529373169,0.019520966336131096,-0.19456036388874054,0.6933446526527405,0.00010859374742722139,1.4278342952422918e-09,0.00010859516623895615,0.013124999590218067,0.5790372490882874
6,1751547013.4742525,19200,1.0616724491119385,0.009531250223517418,0.5161933302879333,0.04674006253480911,-0.19455835223197937,0.6932974457740784,0.0002382812526775524,1.423075546291841e-09,0.00023828266421332955,0.01406249962747097,0.5547625422477722
7,1751547035.287145,22400,0.7447673082351685,0.01314814854413271,0.19212447106838226,0.053943827748298645,-0.19456379115581512,0.6932628154754639,0.0003328125167172402,1.4189620589633023e-09,0.00033281397190876305,0.019687499850988388,0.5564109683036804
8,1751547059.5711951,25600,0.25690189003944397,0.008703703992068768,-0.26690590381622314,0.025136632844805717,-0.19456101953983307,0.6932321786880493,0.00022031251864973456,1.415265127313603e-09,0.0002203139301855117,0.020937500521540642,0.5866274237632751
9,1751547086.4270391,28800,0.05614238977432251,0.005750000011175871,-0.47278428077697754,0.03027840331196785,-0.19456054270267487,0.6932088136672974,0.00014375000318977982,1.4120350444457586e-09,0.0001437514292774722,0.012812499888241291,0.5700613856315613
10,1751547106.7248495,32000,1.403732180595398,0.01537037082016468,0.8341550230979919,0.07094529271125793,-0.194560244679451,0.6931920647621155,0.0003890624502673745,1.4091899869228541e-09,0.00038906384725123644,0.021250000223517418,0.5789082646369934
11,1751547128.764377,35200,-0.1262543797492981,0.007191357668489218,-0.6559954881668091,0.03112190216779709,-0.19455619156360626,0.6931753754615784,0.00018203124636784196,1.4065494324810857e-09,0.00018203264335170388,0.017812499776482582,0.5858873128890991
12,1751547152.931169,38400,0.8604023456573486,0.010656249709427357,0.30797868967056274,0.053812701255083084,-0.19455486536026,0.6931658387184143,0.00026640624855645,1.404316662956262e-09,0.000266407587332651,0.010937499813735485,0.5660342574119568
13,1751547176.8733408,41600,0.10239279270172119,0.008024690672755241,-0.4338551461696625,0.0376376174390316,-0.19454555213451385,0.6931558847427368,0.00020312498963903636,1.4022017991166535e-09,0.00020312635751906782,0.016249999403953552,0.5774503946304321
14,1751547211.7321143,44800,0.9970840215682983,0.01608024723827839,0.4116570055484772,0.08682877570390701,-0.19455000758171082,0.6931482553482056,0.0004070312425028533,1.400452975808264e-09,0.00040703266859054565,0.019999999552965164,0.5812490582466125
15,1751547247.2718067,48000,-0.3186245560646057,0.002937499899417162,-0.827347993850708,0.010127680376172066,-0.19454629719257355,0.6931421160697937,7.343749894062057e-05,1.3987786484648268e-09,7.343890320044011e-05,0.020625000819563866,0.5874040126800537
16,1751547281.3925438,51200,1.4722137451171875,0.01969512179493904,0.8959510326385498,0.0776723101735115,-0.19454656541347504,0.6931369304656982,0.0005046874866820872,1.3973674439782258e-09,0.0005046888254582882,0.014375000260770321,0.5721860527992249
17,1751547314.1316772,54400,1.2067906856536865,0.026049381121993065,0.5883327722549438,0.11986149847507477,-0.19453714787960052,0.6931336522102356,0.0006593750440515578,1.3960312905680894e-09,0.000659376208204776,0.025624999776482582,0.5853788256645203
18,1751547343.477948,57600,-0.9843246340751648,0.0018124999478459358,-1.4889835119247437,0.006050193216651678,-0.19452336430549622,0.6931319832801819,4.531249942374416e-05,1.394794280074052e-09,4.5313878217712045e-05,0.020625000819563866,0.5783830881118774
19,1751547381.548609,60800,-0.025570392608642578,0.0,-0.5244266986846924,0.0002520630368962884,-0.1945236623287201,0.6931278705596924,0.0,1.3938289411541405e-09,1.3938289411541405e-09,0.014375000260770321,0.5709609389305115
20,1751547410.2753851,64000,1.6363186836242676,0.017378048971295357,1.070356011390686,0.06735951453447342,-0.1945243924856186,0.693127453327179,0.0004453124711290002,1.3929182252070405e-09,0.000445313926320523,0.01406249962747097,0.5780813097953796
21,1751547452.4925787,67200,-0.5179410576820374,0.0015312500763684511,-1.0185176134109497,0.001975114457309246,-0.19452066719532013,0.6931222081184387,3.8281250454019755e-05,1.3920389285715373e-09,3.828264379990287e-05,0.015625,0.5766480565071106
22,1751547470.5177016,70400,0.8715358972549438,0.00912499986588955,0.32853180170059204,0.04440198838710785,-0.19452211260795593,0.6931242346763611,0.00022812500537838787,1.391361914571121e-09,0.00022812632960267365,0.014687499962747097,0.5894324779510498
23,1751547498.0867329,73600,0.25975626707077026,0.0015312500763684511,-0.24195460975170135,0.0030987365171313286,-0.19450782239437103,0.6931199431419373,3.8281250454019755e-05,1.3908015850105926e-09,3.828264379990287e-05,0.016875000670552254,0.5829816460609436
24,1751547524.4775145,76800,0.4887622594833374,0.012469135224819183,-0.02651604264974594,0.016667526215314865,-0.1945081502199173,0.6931189298629761,0.000315624987706542,1.390173753890167e-09,0.00031562638469040394,0.011562500149011612,0.5758997201919556
25,1751547546.3825476,80000,1.070761799812317,0.011358024552464485,0.5227935314178467,0.0493520125746727,-0.19450166821479797,0.6931179761886597,0.00028750000637955964,1.3896443995520258e-09,0.00028750134515576065,0.019062500447034836,0.5838830471038818
26,1751547571.9918854,83200,0.3072913885116577,0.011080247350037098,-0.21148139238357544,0.020150216296315193,-0.1944936066865921,0.6931161880493164,0.00028046875377185643,1.3890918415526698e-09,0.000280470063444227,0.01718750037252903,0.5788596868515015
27,1751547595.0675695,86400,1.5507209300994873,0.01895061694085598,0.9872614741325378,0.06483811885118484,-0.19449381530284882,0.6931151747703552,0.0004796875291503966,1.3888388217253578e-09,0.0004796887806151062,0.019999999552965164,0.5718016028404236
28,1751547617.9688127,89600,-0.2082485556602478,0.007746913470327854,-0.7442324757575989,0.03734872490167618,-0.19447949528694153,0.693114697933197,0.00019609375158324838,1.3883613148024665e-09,0.00019609510491136461,0.016249999403953552,0.5714625716209412
29,1751547639.9870496,92800,0.625481367111206,0.00937500037252903,0.09744244813919067,0.029392309486865997,-0.19446823000907898,0.6931148767471313,0.00023437499476131052,1.3879977167619018e-09,0.00023437634808942676,0.02500000037252903,0.5839834809303284
30,1751547663.895087,96000,-0.4915767312049866,0.0,-0.9909660816192627,0.0007401540642604232,-0.19446434080600739,0.6931135058403015,0.0,1.3876662041667487e-09,1.3876662041667487e-09,0.015625,0.5667639374732971
31,1751547685.772742,99200,1.0187101364135742,0.0055937496945261955,0.5095154047012329,0.010547482408583164,-0.19446593523025513,0.6931131482124329,0.00013984374527353793,1.3874305038186208e-09,0.00013984514225739986,0.017500000074505806,0.5757436156272888
32,1751547706.045169,102400,0.059597551822662354,0.0,-0.43924158811569214,0.0001834280847106129,-0.19445979595184326,0.6931155323982239,0.0,1.3871733761661176e-09,1.3871733761661176e-09,0.027499999850988388,0.5830748081207275
33,1751547731.1798725,105600,0.849057674407959,0.010401234030723572,0.31395575404167175,0.03645109012722969,-0.1944606900215149,0.6931115388870239,0.0002632812538649887,1.386986969720283e-09,0.0002632825926411897,0.01656249910593033,0.5746703147888184
34,1751547767.1726213,108800,0.586453914642334,0.004625000059604645,0.06940198689699173,0.01838703826069832,-0.19444607198238373,0.6931109428405762,0.0001156250000349246,1.3867775816578387e-09,0.00011562640429474413,0.01656249910593033,0.5765060186386108
35,1751547793.3329659,112000,1.3142163753509521,0.011635802686214447,0.7520859241485596,0.06346743553876877,-0.19444681704044342,0.6931098103523254,0.00029453125898726285,1.3866058301559292e-09,0.00029453265597112477,0.027499999850988388,0.5843141674995422
36,1751547828.8815358,115200,1.3084261417388916,0.020792681723833084,0.7001649141311646,0.10957710444927216,-0.1944258064031601,0.693109929561615,0.0005328124971129,1.3863723502538505e-09,0.000532813835889101,0.013749999925494194,0.5748271346092224
37,1751547856.1833997,118400,-0.9399842619895935,0.0035000001080334187,-1.4532825946807861,0.014573571272194386,-0.19438354671001434,0.6931082606315613,8.749999688006938e-05,1.3861494174705058e-09,8.750141569180414e-05,0.027812499552965164,0.5858799815177917
38,1751547891.9071906,121600,0.412439227104187,0.004062499850988388,-0.10415580868721008,0.01787027344107628,-0.19438350200653076,0.6931082606315613,0.00010156249481951818,1.3860614878069555e-09,0.00010156392090721056,0.028437500819563866,0.5888344645500183
39,1751547935.785462,124800,0.5953483581542969,0.007901234552264214,0.053147152066230774,0.04347153380513191,-0.1943756490945816,0.6931053400039673,0.00019999999494757503,1.3860415037925122e-09,0.00020000134827569127,0.009999999776482582,0.572516918182373
40,1751547963.373405,128000,1.0016671419143677,0.01398148201406002,0.4507375657558441,0.05218713358044624,-0.1943647861480713,0.6931072473526001,0.00035390627454034984,1.3859596803555974e-09,0.0003539075842127204,0.011562500149011612,0.5681619048118591
